rank,act_cov_eig,recon_cov_eig,act_cov_cum_energy_pct,recon_cov_cum_energy_pct
626,8.112976,4.7904816,78.752625,86.21471
627,8.089287,4.785192,78.78424,86.23959
628,8.080788,4.7540503,78.81582,86.26431
629,8.066834,4.74507,78.84734,86.28899
630,8.047906,4.7319775,78.8788,86.31359
631,8.042789,4.729797,78.91023,86.33819
632,8.026127,4.7198634,78.9416,86.36274
633,8.013699,4.7085896,78.972916,86.38723
634,7.9997153,4.7001686,79.00418,86.41167
635,7.996345,4.6888504,79.03543,86.43605
636,7.975169,4.685622,79.0666,86.46042
637,7.956323,4.67961,79.097694,86.48475
638,7.9435515,4.674525,79.12874,86.509056
639,7.9355636,4.6573215,79.15975,86.53329
640,7.911696,4.651126,79.190674,86.557465
641,7.908173,4.6365566,79.22158,86.58157
642,7.905233,4.628384,79.25247,86.60565
643,7.8809357,4.624107,79.28327,86.6297
644,7.8781815,4.6140747,79.314064,86.65369
645,7.8679643,4.604419,79.34481,86.67763
646,7.8619356,4.5968294,79.37553,86.70154
647,7.8511305,4.593655,79.40622,86.725426
648,7.834781,4.5784135,79.43684,86.74924
649,7.8199415,4.572956,79.46739,86.77301
650,7.8084984,4.5651903,79.49791,86.796745
651,7.7939925,4.556228,79.52837,86.82044
652,7.78057,4.550857,79.558784,86.84411
653,7.769809,4.5334754,79.58916,86.86768
654,7.761829,4.5215626,79.619484,86.8912
655,7.7440567,4.514193,79.64975,86.914665
656,7.7336774,4.511189,79.67998,86.938126
657,7.7144885,4.4997573,79.71013,86.961525
658,7.7022405,4.4959326,79.740234,86.98491
659,7.6960993,4.4821577,79.77031,87.00822
660,7.6852727,4.477133,79.80035,87.031494
661,7.676472,4.462164,79.83034,87.0547
662,7.6630955,4.4484215,79.8603,87.07784
663,7.6507783,4.4426475,79.89019,87.100945
664,7.6444693,4.435294,79.920074,87.124016
665,7.631226,4.4331827,79.94989,87.14707
666,7.617941,4.4210606,79.97966,87.17007
667,7.6087856,4.416528,80.0094,87.19303
668,7.601176,4.407498,80.03911,87.21596
669,7.5885468,4.3966527,80.06876,87.238815
670,7.5687904,4.393756,80.09834,87.26167
671,7.559877,4.3860183,80.127884,87.284485
672,7.5540137,4.3677516,80.15741,87.3072
673,7.544122,4.3547697,80.1869,87.32984
674,7.530505,4.351059,80.21633,87.35247
675,7.5247297,4.339159,80.24574,87.37504
676,7.5101433,4.3353662,80.27509,87.39759
677,7.5010104,4.325102,80.30441,87.420074
678,7.495738,4.3117228,80.3337,87.4425
679,7.4634643,4.297518,80.36288,87.46484
680,7.4552736,4.2960286,80.392006,87.48719
681,7.449093,4.2914214,80.42112,87.50951
682,7.442053,4.2790728,80.4502,87.53176
683,7.4293633,4.2766542,80.47924,87.55399
684,7.41679,4.2732673,80.508224,87.57622
685,7.4149528,4.2563252,80.53719,87.59836
686,7.406202,4.2545595,80.56614,87.620476
687,7.3771334,4.2462354,80.59497,87.642555
688,7.370894,4.238647,80.62378,87.66459
689,7.362749,4.2348065,80.65256,87.686615
690,7.3442826,4.2293377,80.68126,87.7086
691,7.3355565,4.223658,80.70993,87.73057
692,7.3339305,4.215417,80.73859,87.75249
693,7.3143215,4.2080197,80.76717,87.774376
694,7.3090863,4.1927557,80.79574,87.79618
695,7.3048205,4.1860747,80.82429,87.817955
696,7.292674,4.1727176,80.85279,87.839645
697,7.2750964,4.160103,80.88122,87.861275
698,7.2676682,4.159342,80.90962,87.88291
699,7.2582045,4.149664,80.93799,87.904495
700,7.235077,4.1402645,80.96626,87.926025
701,7.2296224,4.13788,80.994514,87.94755
702,7.216377,4.124375,81.02273,87.969
703,7.2052765,4.119959,81.05088,87.99042
704,7.1921983,4.1122627,81.07899,88.0118
705,7.1812406,4.105294,81.107056,88.03315
706,7.167342,4.101114,81.13507,88.05448
707,7.166109,4.0940223,81.16307,88.07577
708,7.159873,4.0833435,81.191055,88.09701
709,7.150671,4.0792513,81.219,88.118225
710,7.138368,4.0632935,81.2469,88.13935
711,7.12679,4.058632,81.27475,88.16045
712,7.117595,4.052879,81.30257,88.181526
713,7.105037,4.0493712,81.33034,88.20259
714,7.089938,4.041658,81.35805,88.223595
715,7.0787706,4.0286465,81.38571,88.24455
716,7.075736,4.0253043,81.41336,88.26549
717,7.069591,4.016969,81.440994,88.28638
718,7.065271,4.0060673,81.468605,88.30721
719,7.052102,3.9966788,81.49617,88.327995
720,7.0397844,3.994833,81.523674,88.34876
721,7.022978,3.9908187,81.551125,88.36951
722,7.0180707,3.9869487,81.57855,88.390236
723,7.0025425,3.9785597,81.60591,88.41093
724,6.9945254,3.973822,81.63325,88.4316
725,6.9858556,3.9653673,81.66055,88.45222
726,6.9756675,3.953852,81.68782,88.47277
727,6.963858,3.9488778,81.71503,88.49331
728,6.943674,3.941144,81.742165,88.51381
729,6.9410954,3.9363842,81.769295,88.53427
730,6.9330683,3.9216464,81.796394,88.55467
731,6.921502,3.9189978,81.82344,88.57506
732,6.8998218,3.9053714,81.85041,88.59536
733,6.893495,3.893193,81.87735,88.61561
734,6.886912,3.8885605,81.90426,88.63583
735,6.8769183,3.8840642,81.93114,88.65603
736,6.8643036,3.8802593,81.95797,88.67621
737,6.8585777,3.8663666,81.98478,88.69633
738,6.837755,3.8638906,82.0115,88.71641
739,6.8348026,3.8622065,82.038216,88.73649
740,6.824582,3.8490443,82.06487,88.75651
741,6.811787,3.8441653,82.0915,88.7765
742,6.8036494,3.8384476,82.11809,88.796455
743,6.79879,3.8310893,82.14466,88.81638
744,6.7889977,3.8290718,82.17119,88.836296
745,6.7792697,3.8144782,82.197685,88.856125
746,6.7703156,3.8095639,82.224144,88.87593
747,6.76428,3.8000028,82.25057,88.8957
748,6.7538686,3.7913597,82.27697,88.91541
749,6.742926,3.785444,82.30332,88.9351
750,6.737062,3.7757204,82.32964,88.95473
751,6.732968,3.7734873,82.35596,88.97436
752,6.7186294,3.7684648,82.38222,88.99395
753,6.707687,3.7585247,82.40843,89.01349
754,6.6863246,3.7483914,82.434555,89.032974
755,6.679335,3.746756,82.46066,89.05245
756,6.6703334,3.7319539,82.48673,89.07186
757,6.6571827,3.7238083,82.51274,89.09123
758,6.6510777,3.720565,82.53873,89.11058
759,6.641261,3.7153778,82.56469,89.1299
760,6.6318483,3.7045023,82.59061,89.14917
761,6.6287866,3.7017279,82.61651,89.16841
762,6.6232033,3.6928856,82.6424,89.18762
763,6.6200724,3.687865,82.66827,89.206795
764,6.6054273,3.6843357,82.69408,89.22595
765,6.589584,3.6763408,82.71983,89.24506
766,6.5793877,3.671168,82.745544,89.26416
767,6.5692215,3.6703515,82.771225,89.28325
768,6.5663357,3.6555972,82.79688,89.30226
769,6.55825,3.6543188,82.82252,89.32126
770,6.550928,3.6519842,82.848114,89.340256
771,6.5474954,3.6379502,82.8737,89.35918
772,6.53172,3.6361308,82.89922,89.37809
773,6.5181303,3.624908,82.9247,89.39694
774,6.5132775,3.6154964,82.95016,89.41574
775,6.503806,3.6109269,82.97557,89.434525
776,6.497725,3.6062355,83.00098,89.45327
777,6.4840984,3.6032126,83.026306,89.47201
778,6.4803452,3.5937972,83.051636,89.4907
779,6.4757333,3.5891285,83.07695,89.50937
780,6.455225,3.5749514,83.10217,89.527954
781,6.44984,3.572541,83.12738,89.54653
782,6.446717,3.5637987,83.15258,89.56507
783,6.4276752,3.5573337,83.177704,89.58356
784,6.422732,3.5540938,83.202805,89.60205
785,6.41535,3.548705,83.227875,89.6205
786,6.404635,3.5457902,83.25291,89.63894
787,6.398578,3.5403671,83.27791,89.65735
788,6.386478,3.536408,83.30287,89.67574
789,6.3737903,3.5309956,83.327774,89.69411
790,6.3724318,3.5271144,83.35268,89.71245
791,6.351922,3.5190241,83.3775,89.73075
792,6.339973,3.5086043,83.40228,89.74899
793,6.332762,3.5052292,83.42703,89.76723
794,6.321495,3.4904099,83.45173,89.78538
795,6.3129444,3.488722,83.47641,89.80351
796,6.3125997,3.4830039,83.50107,89.82162
797,6.2949224,3.4731915,83.52567,89.83968
798,6.2914257,3.469303,83.55026,89.85772
799,6.280111,3.4618733,83.57481,89.87572
800,6.2787623,3.457677,83.59934,89.89369
801,6.266692,3.4470997,83.62383,89.91162
802,6.260326,3.4291546,83.6483,89.92945
803,6.252113,3.4236012,83.67274,89.947266
804,6.240406,3.423474,83.69712,89.96507
805,6.224962,3.4181225,83.72145,89.98284
806,6.220474,3.4108384,83.74576,90.00057
807,6.203428,3.4047627,83.77001,90.01827
808,6.1946025,3.3998368,83.79422,90.03596
809,6.190328,3.3960073,83.818405,90.05362
810,6.186259,3.3899965,83.84258,90.07125
811,6.1824164,3.3860428,83.86674,90.08887
812,6.159987,3.383241,83.89081,90.10645
813,6.1565223,3.3761454,83.91488,90.12402
814,6.1499033,3.3724263,83.93891,90.141556
815,6.141123,3.3714623,83.962906,90.15909
816,6.1306467,3.3627648,83.98687,90.17658
817,6.124105,3.3588507,84.01081,90.194046
818,6.11981,3.352252,84.03472,90.21147
819,6.1094675,3.34442,84.05859,90.22887
820,6.1002665,3.3373625,84.082436,90.24622
821,6.0946445,3.331623,84.10625,90.26355
822,6.088216,3.3289783,84.13005,90.28086
823,6.0737214,3.3235245,84.15378,90.29814
824,6.0687466,3.31925,84.177505,90.3154
825,6.0590367,3.3081522,84.20118,90.33261
826,6.0507493,3.3022277,84.22482,90.349785
827,6.038805,3.2964156,84.24843,90.36692
828,6.0331373,3.2905345,84.272,90.38404
829,6.0192776,3.2843063,84.29553,90.40112
830,6.004888,3.280974,84.319,90.41818
831,5.999285,3.2723167,84.342445,90.4352
832,5.9960656,3.2687056,84.36588,90.4522
833,5.9928856,3.263832,84.389305,90.46917
834,5.9886484,3.2547421,84.412704,90.48609
835,5.981585,3.25317,84.43609,90.50301
836,5.968602,3.2473438,84.459404,90.519905
837,5.9673924,3.2390199,84.48273,90.53674
838,5.9545546,3.2342138,84.506004,90.553566
839,5.9470015,3.2303426,84.52924,90.570366
840,5.9427767,3.2264278,84.55247,90.58714
841,5.9312367,3.22136,84.57565,90.60389
842,5.924508,3.2135618,84.59881,90.6206
843,5.9191256,3.2121768,84.62195,90.63731
844,5.9049997,3.203002,84.64501,90.65396
845,5.899026,3.198092,84.668076,90.67059
846,5.891556,3.1924138,84.69109,90.687195
847,5.8800774,3.1823015,84.71407,90.70374
848,5.875887,3.1808937,84.73703,90.72028
849,5.8617806,3.1711576,84.75994,90.736786
850,5.8552775,3.1684291,84.78282,90.75326
851,5.847231,3.1646903,84.80568,90.76971
852,5.837262,3.1557167,84.82849,90.786125
853,5.833792,3.1526215,84.851295,90.80251
854,5.8195076,3.1441953,84.87404,90.81887
855,5.812507,3.1421258,84.89676,90.83521
856,5.8062587,3.1390011,84.91946,90.85153
857,5.8019414,3.1303573,84.94213,90.86781
858,5.7925916,3.1234114,84.96477,90.884056
859,5.781859,3.1223795,84.98736,90.9003
860,5.7796154,3.1185188,85.00995,90.91651
861,5.7680883,3.1059415,85.032486,90.93266
862,5.7641473,3.0998805,85.055016,90.948784
863,5.7539763,3.0986507,85.0775,90.964905
864,5.7507052,3.095801,85.09997,90.980995
865,5.739347,3.090605,85.122406,90.99707
866,5.7355328,3.0832112,85.14483,91.0131
867,5.727451,3.0798972,85.1672,91.02912
868,5.706429,3.072965,85.18951,91.0451
869,5.705826,3.059936,85.2118,91.06102
870,5.6937714,3.0549476,85.23406,91.0769
871,5.690749,3.0541258,85.256294,91.09278
872,5.676373,3.0431833,85.27847,91.108604
873,5.671947,3.04188,85.300644,91.12442
874,5.6692843,3.0388436,85.32281,91.14022
875,5.653568,3.0340178,85.3449,91.156
876,5.652004,3.0263906,85.367,91.171745
877,5.6500125,3.0191736,85.38908,91.18745
878,5.6413326,3.0150666,85.41112,91.203125
879,5.623814,3.011775,85.43309,91.21879
880,5.615274,3.0089054,85.45505,91.234436
881,5.612514,3.0060468,85.47698,91.25007
882,5.6103163,2.9996219,85.49891,91.26567
883,5.6055923,2.9902158,85.52081,91.28122
884,5.600864,2.9876363,85.542694,91.29676
885,5.596045,2.9799135,85.564575,91.312256
886,5.581823,2.978214,85.58639,91.32775
887,5.5704255,2.9665165,85.608154,91.34318
888,5.5588064,2.9630418,85.629875,91.35859
889,5.555215,2.9568026,85.65159,91.37396
890,5.5479817,2.9540064,85.67328,91.38932
891,5.5369544,2.9505315,85.69491,91.40467
892,5.5346375,2.944028,85.71654,91.41997
893,5.530746,2.9377158,85.73816,91.43524
894,5.5121884,2.9355912,85.759705,91.450516
895,5.508439,2.9336772,85.78123,91.46577
896,5.5039253,2.9294922,85.802734,91.481
897,5.497733,2.9193501,85.82423,91.496185
898,5.4916787,2.9158463,85.84569,91.51135
899,5.4823966,2.910178,85.86711,91.52648
900,5.472183,2.9082825,85.8885,91.54161
901,5.4695,2.9021418,85.909874,91.5567
902,5.464884,2.8995883,85.93124,91.571785
903,5.459214,2.8866644,85.95256,91.58679
904,5.4516015,2.8844001,85.97387,91.60179
905,5.4365864,2.8824286,85.995125,91.61679
906,5.435354,2.8788633,86.016365,91.63176
907,5.4290376,2.8714905,86.03758,91.64669
908,5.415053,2.8661668,86.05875,91.66159
909,5.4093432,2.862498,86.07989,91.676476
910,5.4045424,2.857356,86.10101,91.69134
911,5.3963804,2.8544416,86.12211,91.70618
912,5.3907,2.846739,86.14317,91.720985
913,5.383855,2.843881,86.164215,91.73577
914,5.382395,2.8398962,86.18526,91.75054
915,5.3691096,2.8367686,86.20624,91.76529
916,5.356241,2.833911,86.227165,91.78003
917,5.3497224,2.8290281,86.24808,91.79474
918,5.3431363,2.822852,86.26896,91.80941
919,5.339722,2.8184557,86.289825,91.824066
920,5.3363748,2.815217,86.310684,91.83871
921,5.323,2.811127,86.331474,91.85332
922,5.314876,2.8074207,86.35225,91.86791
923,5.305639,2.8043346,86.37298,91.8825
924,5.298723,2.7997365,86.39369,91.89705
925,5.295726,2.7915256,86.41439,91.91157
926,5.2896757,2.7863188,86.43505,91.92606
927,5.287752,2.7817268,86.45572,91.94052
928,5.280598,2.7813206,86.476364,91.95499
929,5.2794485,2.7763896,86.49699,91.96943
930,5.2697134,2.7687728,86.517586,91.983826
931,5.258753,2.7643323,86.53813,91.9982
932,5.253145,2.761129,86.55867,92.01256
933,5.249422,2.7569633,86.579185,92.02691
934,5.241905,2.7512398,86.59967,92.041214
935,5.2353106,2.7437508,86.620125,92.05549
936,5.2228456,2.7419791,86.64054,92.06974
937,5.218894,2.734984,86.660934,92.08397
938,5.212403,2.7314556,86.681305,92.098175
939,5.209153,2.730226,86.70167,92.11237
940,5.203245,2.723099,86.722,92.12653
941,5.2020597,2.7224016,86.74232,92.140686
942,5.185653,2.7140057,86.762596,92.15481
943,5.180174,2.706812,86.78284,92.168884
944,5.171565,2.7058797,86.80305,92.18295
945,5.1649523,2.7045271,86.82323,92.19702
946,5.1591163,2.697091,86.84338,92.211044
947,5.1510997,2.6890144,86.86351,92.22503
948,5.139124,2.6853037,86.8836,92.239
949,5.1360073,2.6827865,86.90368,92.25295
950,5.1341157,2.6759684,86.92374,92.26686
951,5.127866,2.6725926,86.94378,92.28076
952,5.118323,2.668713,86.96378,92.29463
953,5.1094337,2.6599658,86.98376,92.308464
954,5.107497,2.6575363,87.003716,92.322296
955,5.1003714,2.655091,87.023636,92.33609
956,5.087294,2.649646,87.04353,92.34988
957,5.078996,2.645387,87.06338,92.363625
958,5.0749407,2.6401114,87.083206,92.377365
959,5.0613527,2.6346884,87.10298,92.39107
960,5.0562057,2.6341486,87.12274,92.40476
961,5.046508,2.6263835,87.14246,92.41843
962,5.0407605,2.6249404,87.16217,92.432076
963,5.038751,2.6233604,87.18186,92.44572
964,5.036435,2.6152248,87.201546,92.45932
965,5.0304685,2.6143646,87.221214,92.472916
966,5.023541,2.6082942,87.240845,92.48647
967,5.020943,2.6045403,87.260475,92.50002
968,5.0142,2.603843,87.28006,92.513565
969,5.0032825,2.594075,87.29962,92.527054
970,4.9929814,2.5935133,87.31912,92.54054
971,4.9886255,2.5905225,87.33862,92.55401
972,4.9877834,2.586749,87.358116,92.56746
973,4.9741607,2.5814614,87.37756,92.58088
974,4.971294,2.5752943,87.39699,92.59428
975,4.965285,2.568587,87.41639,92.607635
976,4.958239,2.5657873,87.435776,92.62098
977,4.953902,2.5651684,87.455124,92.634315
978,4.9436736,2.55714,87.47444,92.64761
979,4.9404244,2.5536828,87.49375,92.66089
980,4.9385176,2.5469458,87.513054,92.67413
981,4.9348335,2.5445502,87.53234,92.68736
982,4.9302807,2.5388122,87.55161,92.70057
983,4.9121933,2.5356612,87.57081,92.71375
984,4.9033623,2.5325625,87.589966,92.72692
985,4.902834,2.5254533,87.60913,92.74006
986,4.898806,2.5242765,87.62828,92.753174
987,4.8867307,2.5198524,87.64738,92.76628
988,4.8855267,2.514556,87.66646,92.77935
989,4.883153,2.5111868,87.685555,92.79241
990,4.8713603,2.507048,87.70458,92.80546
991,4.865422,2.5030434,87.723595,92.81848
992,4.8614874,2.4958644,87.7426,92.83146
993,4.856035,2.4931402,87.76157,92.84441
994,4.8468294,2.4925318,87.78052,92.857376
995,4.8453293,2.4869106,87.79945,92.87031
996,4.8411484,2.4852595,87.81838,92.883224
997,4.829786,2.4817116,87.83726,92.89614
998,4.825525,2.4759333,87.85611,92.90901
999,4.815849,2.4743142,87.87494,92.92188
1000,4.8060517,2.4691763,87.89373,92.93472
1001,4.798427,2.4653006,87.912476,92.94753
1002,4.791057,2.4617934,87.931206,92.960335
1003,4.7883964,2.4561243,87.94992,92.973114
1004,4.7832675,2.4532306,87.96861,92.98587
1005,4.779859,2.4487362,87.98729,92.99861
1006,4.771589,2.446834,88.00594,93.01133
1007,4.7670274,2.437533,88.024574,93.024
1008,4.76183,2.4361572,88.043175,93.036674
1009,4.7559443,2.4318094,88.06177,93.04932
1010,4.7443876,2.4306622,88.08031,93.06195
1011,4.7405963,2.4221075,88.09884,93.074554
1012,4.7333965,2.4182053,88.11733,93.08712
1013,4.730184,2.414685,88.13582,93.09968
1014,4.7271676,2.4108608,88.15428,93.112206
1015,4.724457,2.4101665,88.17275,93.12474
1016,4.7189765,2.4030015,88.1912,93.13723
1017,4.708601,2.397557,88.209595,93.149704
1018,4.7008305,2.3962476,88.227974,93.16217
1019,4.695585,2.3945808,88.24632,93.17462
1020,4.692275,2.386706,88.26465,93.187035
1021,4.67953,2.38171,88.28294,93.19942
1022,4.671399,2.3784716,88.3012,93.211784
1023,4.6694574,2.3743117,88.31945,93.22414
1024,4.663013,2.3727276,88.33768,93.23647
1025,4.6585684,2.371907,88.35588,93.2488
1026,4.651393,2.368818,88.37406,93.26113
1027,4.641114,2.3648555,88.3922,93.27343
1028,4.633728,2.3570323,88.4103,93.28569
1029,4.6292324,2.354285,88.42839,93.29793
1030,4.622548,2.3493688,88.44646,93.31014
1031,4.6143227,2.3435264,88.46449,93.32233
1032,4.613245,2.3389819,88.48253,93.334496
1033,4.6064434,2.337212,88.50053,93.34665
1034,4.600683,2.330903,88.5185,93.35877
1035,4.5984216,2.328209,88.53648,93.37088
1036,4.5952544,2.3263698,88.55444,93.38297
1037,4.583406,2.3246267,88.57235,93.39506
1038,4.5781493,2.3231618,88.59025,93.407135
1039,4.5746293,2.318346,88.608116,93.4192
1040,4.5668945,2.3112693,88.62597,93.431206
1041,4.560707,2.3097973,88.64379,93.44323
1042,4.5583663,2.3055894,88.66161,93.45521
1043,4.5534115,2.300948,88.679405,93.46717
1044,4.54521,2.299616,88.69717,93.479126
1045,4.5398993,2.2980313,88.7149,93.49108
1046,4.5369487,2.2952876,88.732635,93.50301
1047,4.5278172,2.2915528,88.75033,93.51493
1048,4.52168,2.2873495,88.768,93.526825
1049,4.515421,2.2822971,88.785645,93.5387
1050,4.5139694,2.2780437,88.80328,93.55054
1051,4.5082126,2.2748618,88.8209,93.56237
1052,4.5025177,2.2715569,88.83849,93.57419
1053,4.5003963,2.2660825,88.85608,93.58597
1054,4.4889517,2.2618573,88.87363,93.597725
1055,4.4830127,2.2604039,88.89114,93.60948
1056,4.480416,2.2586062,88.90865,93.62122
1057,4.4713845,2.2533028,88.926125,93.63294
1058,4.470192,2.251476,88.943596,93.64465
1059,4.4672513,2.2454987,88.96105,93.656334
1060,4.460962,2.2422853,88.978485,93.66799
1061,4.456722,2.238188,88.9959,93.67963
1062,4.452307,2.232234,89.013306,93.69124
1063,4.4461303,2.2315347,89.030685,93.70285
1064,4.4363503,2.225503,89.04802,93.71442
1065,4.4341645,2.2250566,89.065346,93.72599
1066,4.43091,2.2169302,89.082664,93.73752
1067,4.426476,2.21515,89.09996,93.74903
1068,4.420185,2.2105176,89.11723,93.76053
1069,4.4085197,2.2083735,89.13446,93.77202
1070,4.4051404,2.2049513,89.15167,93.783485
1071,4.397935,2.199645,89.16886,93.79492
1072,4.3933578,2.1976483,89.186035,93.80634
1073,4.384416,2.1957047,89.20316,93.817764
1074,4.381044,2.191244,89.22029,93.82916
1075,4.368089,2.1869252,89.23736,93.84054
1076,4.3659735,2.1832125,89.25442,93.85189
1077,4.3604894,2.180922,89.27146,93.863235
1078,4.358972,2.1768258,89.2885,93.87456
1079,4.3514504,2.1750476,89.305504,93.88588
1080,4.3432364,2.1670885,89.32248,93.89715
1081,4.3386817,2.1664772,89.33943,93.90842
1082,4.328789,2.1629305,89.35635,93.919655
1083,4.3260713,2.1594017,89.37325,93.93089
1084,4.324288,2.1580486,89.39016,93.94211
1085,4.3237333,2.1544225,89.40705,93.953316
1086,4.312586,2.1510665,89.423904,93.9645
1087,4.312108,2.1500845,89.44076,93.97568
1088,4.306337,2.1448038,89.457596,93.98683
1089,4.2992644,2.14187,89.474396,93.99798
1090,4.2949915,2.137821,89.49118,94.009094
1091,4.289238,2.1338298,89.50794,94.0202
1092,4.281848,2.131394,89.52467,94.03127
1093,4.279854,2.1301262,89.5414,94.04236
1094,4.2760735,2.1244595,89.55811,94.053406
1095,4.274349,2.1231966,89.57481,94.064445
1096,4.2682343,2.1194415,89.591484,94.07547
1097,4.261572,2.1136253,89.60815,94.08646
1098,4.259435,2.1079576,89.624794,94.09741
1099,4.2534533,2.1071737,89.64141,94.108376
1100,4.250778,2.1044035,89.65802,94.119316
1101,4.247688,2.0989606,89.67462,94.13023
1102,4.239156,2.0972397,89.69119,94.14114
1103,4.233607,2.0932028,89.70773,94.15203
1104,4.2233233,2.0924602,89.724236,94.1629
1105,4.219768,2.0875275,89.74074,94.17377
1106,4.214594,2.0845826,89.75721,94.1846
1107,4.210231,2.0829062,89.77367,94.19543
1108,4.2060156,2.0817652,89.7901,94.20625
1109,4.2048826,2.0785398,89.80653,94.217064
1110,4.1975474,2.0721495,89.82294,94.22784
1111,4.1901402,2.0706377,89.83931,94.23861
1112,4.185366,2.0641344,89.85567,94.249344
1113,4.182136,2.0618927,89.87201,94.26006
1114,4.1699023,2.0585446,89.88831,94.270775
1115,4.166792,2.057232,89.90459,94.28146
1116,4.1575136,2.0529256,89.92084,94.292145
1117,4.1486664,2.0514843,89.93706,94.3028
1118,4.1462097,2.0439239,89.953255,94.31343
1119,4.141949,2.0402,89.969444,94.32404
1120,4.136303,2.0384593,89.98561,94.33465
1121,4.1352005,2.0357058,90.00177,94.34523
1122,4.130932,2.034151,90.017914,94.355804
1123,4.125107,2.029398,90.034035,94.366356
1124,4.1238403,2.0257459,90.05015,94.37689
1125,4.11228,2.0235622,90.066216,94.38741
1126,4.111708,2.020751,90.08229,94.39793
1127,4.1050487,2.016811,90.098335,94.40842
1128,4.103898,2.0127027,90.114365,94.418884
1129,4.0945034,2.0108435,90.13037,94.429344
1130,4.0910325,2.0043576,90.146355,94.439766
1131,4.0854473,2.0030732,90.16233,94.450195
1132,4.078929,2.0014591,90.17827,94.4606
1133,4.0724554,1.9987293,90.19418,94.47099
1134,4.066248,1.9937706,90.21007,94.48136
1135,4.063376,1.9922382,90.225945,94.49172
1136,4.0575824,1.9889868,90.2418,94.50206
1137,4.0538025,1.9869082,90.25765,94.51239
1138,4.0493965,1.9841293,90.273476,94.52271
1139,4.0460505,1.9822243,90.28928,94.53302
1140,4.04321,1.9790516,90.305084,94.54331
1141,4.0383725,1.9747013,90.32087,94.55357
1142,4.0329776,1.9723332,90.33663,94.56383
1143,4.0318103,1.9681374,90.352394,94.574066
1144,4.0280857,1.9629481,90.36813,94.58428
1145,4.0207167,1.9606788,90.38384,94.594475
1146,4.019152,1.9581912,90.39955,94.60467
1147,4.009204,1.9550712,90.41522,94.61483
1148,4.004499,1.9518478,90.43088,94.62498
1149,4.000219,1.9499105,90.44651,94.63512
1150,3.9990132,1.9454776,90.462135,94.645226
1151,3.9897103,1.9425384,90.47773,94.655334
1152,3.980658,1.9404671,90.49328,94.66543
1153,3.975064,1.9378793,90.50882,94.67551
1154,3.971544,1.9369237,90.52433,94.68558
1155,3.9699736,1.9323462,90.539856,94.695625
1156,3.962999,1.9268891,90.55534,94.70565
1157,3.956764,1.9234897,90.57081,94.71566
1158,3.954402,1.9209228,90.586266,94.72565
1159,3.9507642,1.9183693,90.6017,94.73563
1160,3.9452662,1.918219,90.61712,94.7456
1161,3.9381459,1.913549,90.63251,94.75555
1162,3.9365454,1.9110734,90.647896,94.76548
1163,3.9306407,1.9071968,90.66325,94.7754
1164,3.9248872,1.9063667,90.6786,94.78531
1165,3.9191422,1.9029523,90.69392,94.795204
1166,3.9173632,1.8993702,90.709236,94.80508
1167,3.9122722,1.8976887,90.72452,94.81495
1168,3.9101517,1.8954909,90.7398,94.8248
1169,3.9069123,1.8922805,90.755066,94.83464
1170,3.8992918,1.8901012,90.7703,94.844475
1171,3.8949153,1.8892134,90.78552,94.854294
1172,3.8890057,1.8865722,90.80073,94.864105
1173,3.8847387,1.8825372,90.81591,94.87389
1174,3.8809736,1.8813015,90.83107,94.883675
1175,3.8729775,1.876676,90.84621,94.89344
1176,3.8689659,1.8715001,90.86133,94.90317
1177,3.8601854,1.867679,90.8764,94.91288
1178,3.8549187,1.8658118,90.89148,94.922585
1179,3.850124,1.8644626,90.90652,94.93228
1180,3.8431177,1.8572714,90.92155,94.94194
1181,3.8415036,1.8569971,90.93656,94.9516
1182,3.8348703,1.8514259,90.95154,94.96123
1183,3.8327632,1.8501875,90.966515,94.97084
1184,3.8305523,1.8481611,90.98148,94.98045
1185,3.8253934,1.8455316,90.996445,94.99005
1186,3.8203578,1.8443273,91.011375,94.99963
1187,3.817408,1.8366401,91.02629,95.009186
1188,3.814223,1.8339518,91.04121,95.01872
1189,3.806331,1.8317388,91.05608,95.02825
1190,3.800428,1.829466,91.07093,95.037766
1191,3.7978158,1.8274006,91.08578,95.04727
1192,3.7957563,1.8227538,91.10061,95.05675
1193,3.793513,1.8186619,91.115425,95.06621
1194,3.7881615,1.8166019,91.13023,95.07565
1195,3.7828803,1.8150685,91.14502,95.08509
1196,3.7802494,1.8127803,91.15978,95.09451
1197,3.7743716,1.8094174,91.17454,95.10391
1198,3.7704592,1.8083589,91.18927,95.11332
1199,3.7697725,1.801741,91.203995,95.12269
1200,3.7592273,1.7999924,91.21869,95.13205
1201,3.7535815,1.7998409,91.23337,95.14141
1202,3.7460458,1.7980076,91.248,95.150764
1203,3.7434855,1.7941964,91.26264,95.1601
1204,3.740666,1.7916518,91.27725,95.16942
1205,3.7335818,1.7894092,91.291855,95.17872
1206,3.731825,1.7867512,91.30644,95.18801
1207,3.7300909,1.7836268,91.321014,95.19728
1208,3.7235723,1.7813498,91.33556,95.20654
1209,3.7196803,1.7781321,91.35009,95.21579
1210,3.7132866,1.7753223,91.36461,95.22503
1211,3.7097237,1.7730598,91.379105,95.234245
1212,3.7061732,1.7721354,91.39359,95.24346
1213,3.7030604,1.7683572,91.40806,95.252655
1214,3.699015,1.7646803,91.42252,95.26183
1215,3.6943593,1.7623938,91.43696,95.270996
