dim,act_mean,act_var,act_std,act_skew,act_excess_kurtosis,act_q95_abs,act_q99_abs,act_max_abs,act_tail_ratio,recon_mean,recon_var,recon_std,recon_skew,recon_excess_kurtosis,recon_q95_abs,recon_q99_abs,recon_max_abs,recon_tail_ratio,var_delta,kurtosis_delta,tail_ratio_delta,abs_mean_delta
344,-0.11096174,8.242861,2.8710382,0.016720792,0.19211006,5.625,7.6875,11.875,5.211812,0.04942554,5.3387585,2.3105752,0.06117202,0.1960895,4.53125,6.125,11.0625,6.0498304,-2.9041023,0.0039794445,0.8380184,0.16038728
345,-0.26278892,7.267217,2.6957777,0.026235312,0.3002391,5.375,7.3125,11.25,5.2703013,-0.30386716,5.18938,2.278021,0.06119518,0.46084595,4.5,6.25,11.3125,6.2584753,-2.077837,0.16060686,0.98817396,0.04107824
346,0.36222494,6.5276103,2.5549188,0.042842362,0.20415545,5.125,6.84375,11.0,5.397736,0.26428545,3.7449796,1.935195,0.080252565,0.2738943,3.875,5.25,8.625,5.618479,-2.7826307,0.069738865,0.2207427,0.09793949
347,-0.28810143,15.809658,3.976136,-0.10746901,0.19249201,7.84375,10.62561,18.0,5.711903,-0.42085254,12.68914,3.562182,-0.14578281,0.21854639,7.0625,9.75,16.125,5.6975536,-3.1205177,0.026054382,-0.014349461,0.1327511
348,-0.10677311,5.4607396,2.3368225,-0.049353678,0.20366645,4.625,6.1875,10.0625,5.443509,0.02025066,3.4437325,1.8557297,-0.049241494,0.34594464,3.71875,5.0,8.875,6.08306,-2.017007,0.1422782,0.6395507,0.12702377
349,0.84815633,6.7727427,2.6024494,-0.0008013067,0.11304569,5.34375,7.125305,11.875,5.4383917,0.6301504,3.9435349,1.9858335,0.0080141835,0.2778418,4.125,5.59375,10.125,6.139819,-2.829208,0.16479611,0.70142746,0.21800596
350,0.99127966,24.716951,4.9716144,-0.12335748,0.42519045,9.9375,13.5625,27.5,6.8549337,-0.09935078,21.452372,4.6316705,-0.11678483,0.5131464,9.25,12.75,28.0,7.7312307,-3.2645798,0.08795595,0.876297,1.0906304
351,0.8009108,6.518693,2.553173,-0.04093483,0.09110665,5.28125,6.937805,10.75,5.0429664,0.07111819,4.1625657,2.0402367,0.029454987,0.2037065,4.0625,5.46875,8.75,5.4282947,-2.3561273,0.11259985,0.3853283,0.7297926
352,0.072329566,30.150537,5.4909506,-0.05714742,0.055026293,10.8125,14.125,25.625,5.865846,0.2353125,25.594019,5.059053,-0.05846296,0.09552693,9.875,13.375,20.125,4.997336,-4.5565186,0.04050064,-0.86851025,0.16298294
353,0.6221063,6.9843955,2.6428008,0.058351513,0.20967674,5.34375,7.15625,13.3125,6.1996098,0.25573257,4.651071,2.156634,0.09280918,0.28462553,4.28125,5.9375,9.75,5.689776,-2.3333244,0.07494879,-0.5098338,0.36637375
354,-0.049629845,14.763828,3.8423727,0.09336867,0.5906868,7.78125,10.75,18.375,6.191404,0.05768257,12.44041,3.5270965,0.11222029,0.64139795,7.25,9.8125,19.625,7.222031,-2.3234186,0.050711155,1.0306273,0.10731241
355,-0.9301681,10.2996435,3.2093058,-0.11368599,0.4319129,6.75,9.0,17.625,6.754574,-0.38654914,7.850789,2.801926,-0.054983526,0.5153763,5.689026,7.75,14.9375,6.7810483,-2.4488544,0.08346343,0.026474476,0.5436189
356,0.7425431,6.497095,2.54894,-0.038516738,0.3781898,5.25,6.96875,13.3125,6.347331,0.60743743,3.8527446,1.9628409,0.0053917966,0.4241202,4.0625,5.5625,9.0625,5.6129365,-2.6443505,0.045930386,-0.73439455,0.13510567
357,0.48090723,6.767112,2.6013672,-0.016453357,0.28164625,5.1875,7.0625,12.25,5.871611,0.7282391,3.781151,1.9445182,-0.07591444,0.5144081,4.125,5.500305,12.9375,7.8954935,-2.9859607,0.23276186,2.0238824,0.24733189
358,0.15307148,7.7786703,2.7890267,0.042664535,0.28439832,5.5,7.5,12.875,5.851217,-0.39847842,5.506333,2.3465576,0.021455934,0.36333036,4.71875,6.40625,13.3125,7.0909133,-2.2723374,0.07893205,1.2396965,0.5515499
359,-0.0670176,6.2939343,2.5087714,0.06396818,0.1344037,4.96875,6.594055,10.8125,5.432932,-0.021427637,3.8881867,1.9718485,0.08059257,0.3433137,3.921875,5.3125,9.375,6.058773,-2.4057477,0.20890999,0.62584114,0.04558996
360,-0.06304791,12.771496,3.573723,-0.04520242,0.5231962,7.25,9.75,16.125,5.810094,0.1999531,10.4058695,3.225813,-0.05569829,0.6787312,6.5625,9.00061,16.625,6.6334085,-2.3656263,0.15553498,0.82331467,0.263001
361,-0.5226172,7.961509,2.8216147,-0.096191525,0.11431885,5.6875,7.59375,13.375,5.8782434,-0.47344053,4.6438794,2.154966,-0.13346885,0.3406906,4.4375,6.0,11.9375,6.9075704,-3.3176298,0.22637177,1.0293269,0.049176693
362,-0.44513622,6.529648,2.5553176,0.07886612,0.23087597,5.0625,6.781555,12.9375,6.280223,-0.4222035,3.9887867,1.9971946,0.013805092,0.2876706,4.03125,5.5,9.625,5.9718943,-2.5408611,0.056794643,-0.30832863,0.022932708
363,0.11213275,9.617341,3.101184,-0.022540862,0.3922546,6.1875,8.375,15.1875,6.2494965,0.14155307,7.2102313,2.6851873,-0.070146,0.4248197,5.40625,7.3125,12.5625,5.9893646,-2.4071097,0.032565117,-0.26013184,0.029420324
364,0.9697831,5.8721757,2.4232574,0.07774401,0.20535612,5.1875,6.96875,11.875,5.764127,0.056538574,3.4306867,1.8522114,0.10766725,0.24292254,3.6875,4.96875,7.625,5.2219763,-2.441489,0.037566423,-0.5421505,0.91324455
365,0.5585014,6.6017237,2.569382,-0.0073039113,0.23190022,5.1875,7.0625,11.0,5.2790494,0.21807784,4.1389704,2.034446,-0.032557633,0.2903657,4.03125,5.5625,8.4375,5.2270837,-2.4627533,0.05846548,-0.051965714,0.34042358
366,0.32032377,6.4229403,2.534352,0.0619815,0.096600294,5.03125,6.687805,11.25,5.5495114,0.15078086,3.6017742,1.8978341,0.04067731,0.19089627,3.765625,5.0625,8.875,5.8803296,-2.821166,0.09429598,0.33081818,0.16954291
367,-0.13732995,17.720884,4.209618,0.0732946,0.36112618,8.375,11.4375,21.125,6.3624997,-0.27413028,14.439936,3.7999916,0.053347025,0.3814075,7.59375,10.4375,18.375,6.125466,-3.2809486,0.020281315,-0.23703384,0.13680033
368,-0.6427627,6.916094,2.6298468,0.040734522,0.21690726,5.34375,7.125305,13.25,6.174857,-0.41904306,3.8223288,1.9550776,0.06822469,0.38899827,3.9375,5.375,10.0625,6.370372,-3.093765,0.172091,0.19551468,0.22371966
369,-0.2945394,5.6672587,2.3806005,-0.055152204,0.17550993,4.75,6.25,10.5625,5.5594482,-0.26581958,3.1977527,1.7882261,-0.042810388,0.274585,3.578125,4.781555,9.125,6.403963,-2.469506,0.09907508,0.84451485,0.028719813
370,-1.7309473,6.616167,2.572191,-0.026025202,0.11574125,6.09375,7.84375,11.6875,4.707259,-0.84601915,3.9153395,1.9787216,-0.02276545,0.1985271,4.28125,5.65625,8.5625,5.018455,-2.7008276,0.082785845,0.31119585,0.8849281
371,-0.29892036,6.8825345,2.6234584,0.05844369,0.19876742,5.1875,6.875,11.875,5.6745763,-0.33379835,4.2555532,2.062899,0.104904786,0.19018483,4.09375,5.406555,10.1875,6.1384306,-2.6269813,-0.008582592,0.4638543,0.034877986
372,0.22781457,6.570194,2.5632389,-0.038821343,0.15248203,5.0625,6.8125,10.9375,5.3620286,0.0511614,3.7590492,1.9388268,-0.018922813,0.33633018,3.84375,5.3125,8.5,5.570235,-2.8111446,0.18384814,0.20820618,0.17665318
373,0.26176965,6.701175,2.5886629,0.09046569,0.32969213,5.125,6.937805,12.9375,6.3027043,0.35427633,3.8970835,1.9741032,0.024836622,0.3483956,3.96875,5.375305,9.1875,5.8390255,-2.8040917,0.01870346,-0.46367884,0.09250668
374,-0.5795424,6.4087095,2.531543,0.068293326,0.2836852,5.125,6.9375,11.25,5.4687023,-0.44154903,3.7012825,1.9238718,0.074535534,0.2949338,3.875,5.21875,8.25,5.2768216,-2.707427,0.011248589,-0.1918807,0.13799337
375,-0.1679185,5.8705373,2.4229193,-0.05776145,0.20641804,4.8125,6.5,11.875,6.188194,-0.26833165,3.320096,1.822113,-0.08307159,0.19521451,3.65625,4.8125,9.1875,6.324768,-2.5504413,-0.011203527,0.13657427,0.10041314
376,-0.31141508,6.371068,2.5240974,-0.0005249848,0.29195333,5.0625,6.84375,11.375,5.678478,-0.08955947,3.685984,1.9198916,0.022442533,0.26896286,3.859375,5.125,8.125,5.3713937,-2.685084,-0.022990465,-0.30708408,0.22185561
377,0.40497154,7.7454257,2.7830606,0.028986098,0.24650884,5.5625,7.40625,13.375,6.0117025,0.37880978,4.7134132,2.1710396,0.025599724,0.33527184,4.34375,5.84375,10.625,6.111033,-3.0320125,0.088763,0.099330425,0.02616176
378,0.70913076,9.385208,3.0635288,-0.02391416,0.24775219,6.1875,8.375,15.0625,6.047208,0.21508701,6.347599,2.5194442,-0.021210132,0.340667,5.03125,6.75,12.5,6.2864404,-3.037609,0.09291482,0.23923254,0.49404377
379,-0.8693719,10.59279,3.2546566,0.016304841,0.11637831,6.625,8.8125,15.4375,5.7497187,-0.023879394,7.677214,2.7707787,0.04706075,0.21703196,5.4375,7.406555,13.25,6.0463505,-2.9155755,0.10065365,0.2966318,0.8454925
380,-0.5348403,6.1409583,2.4780958,-0.002712433,0.18526292,5.032776,6.71875,10.5,5.2369223,-0.18252715,3.4986055,1.870456,0.027619243,0.22708726,3.703125,4.9375,10.0625,6.760187,-2.6423528,0.04182434,1.5232649,0.35231313
381,0.39095154,6.434089,2.5365508,0.08703112,0.1480062,5.064026,6.78125,12.3125,6.055171,0.023294091,3.6549964,1.9118044,0.065965645,0.24573517,3.796875,5.125,9.1875,6.086988,-2.7790928,0.09772897,0.03181696,0.36765745
382,-0.8821599,10.47433,3.236407,-0.27220818,0.36874223,6.8125,9.25,16.125,6.1779633,-0.5358779,7.5490384,2.7475514,-0.2888296,0.55304337,5.625,8.0,15.5,7.15915,-2.9252915,0.18430114,0.98118687,0.346282
383,-0.7518015,10.807867,3.287532,-0.113978565,0.50467944,6.75,9.375,15.4375,5.8793917,-0.009831567,8.276931,2.8769655,-0.185737,0.67199993,5.75,8.0625,14.8125,6.62287,-2.5309362,0.16732049,0.7434783,0.74196994
384,-0.3586897,6.422132,2.5341926,-0.029890858,0.3880148,5.0625,7.0,14.0625,6.995073,-0.19114646,3.7530563,1.9372807,0.0010102789,0.32551193,3.875,5.25,8.5,5.566792,-2.6690757,-0.06250286,-1.4282808,0.16754323
385,0.026722046,7.589506,2.754906,0.08383082,0.18840814,5.40625,7.344055,13.375,6.1337852,0.25025085,4.8644605,2.205552,-0.0070754644,0.44707656,4.40625,5.96875,9.9375,5.709492,-2.7250457,0.25866842,-0.42429304,0.2235288
386,0.05800454,6.4852295,2.5466113,0.019682623,0.08506799,5.0,6.59375,11.125,5.497039,-0.024352636,4.0930777,2.0231357,0.039641168,0.22757983,4.0,5.4375,9.0,5.633582,-2.3921518,0.14251184,0.13654327,0.082357176
387,0.32649824,9.613945,3.1006362,-0.02835883,0.20487976,6.157776,8.1875,13.0625,5.306484,0.19498733,6.6676846,2.582186,-0.050238717,0.22061014,5.15625,6.875,12.125,5.9287252,-2.9462605,0.015730381,0.622241,0.13151091
388,-0.5396222,6.1418962,2.4782848,-0.02130363,0.19591188,5.064026,6.6875,12.0,6.0023947,-0.45273104,3.726978,1.9305383,-0.10737554,0.4500425,3.953125,5.46875,10.25,6.601799,-2.4149182,0.2541306,0.59940434,0.086891145
389,0.118785776,6.757466,2.5995126,0.070619226,0.13607764,5.15625,6.84375,11.875,5.7668467,0.16581385,4.171069,2.0423195,-0.07274781,0.85273767,4.0625,5.625,11.3125,7.094355,-2.5863967,0.71666,1.3275084,0.047028072
390,-0.4618026,6.7439694,2.5969155,0.045074012,0.3933406,5.1875,7.1875,11.375,5.4623017,-0.646633,4.3454556,2.0845757,0.30834737,2.0794306,4.1875,5.90625,14.0,8.250962,-2.3985138,1.68609,2.7886605,0.18483043
391,-0.041869402,6.1046863,2.4707663,-0.025201585,0.1477716,4.90625,6.4375,12.375,6.325526,0.36144426,3.7771883,1.943499,0.121265836,0.4480796,3.90625,5.375,10.375,6.6884804,-2.327498,0.300308,0.36295414,0.40331367
392,-0.19449352,10.465265,3.2350063,0.035115078,0.75204945,6.625,9.125,15.875,6.3835073,-0.086308196,8.247404,2.8718295,0.059281845,0.86278296,5.9375,8.0625,14.375,6.599179,-2.2178612,0.11073351,0.21567154,0.10818532
393,0.20223022,7.127707,2.6697767,-0.041303385,0.099918604,5.28125,7.062805,11.0625,5.1949615,0.25728935,4.386151,2.0943139,-0.09010414,0.398777,4.21875,5.71875,9.8125,5.9063478,-2.7415562,0.2988584,0.7113862,0.055059135
394,-0.013989062,6.536449,2.556648,-0.02450871,0.27751732,5.125,6.812805,11.5,5.7263207,-0.2576278,3.738496,1.9335191,-0.011851317,0.3112719,3.890625,5.25,8.4375,5.4987197,-2.797953,0.033754587,-0.22760105,0.24363872
395,-0.49243078,7.963582,2.821982,0.03903596,0.2305646,5.65625,7.625,14.75,6.4938884,0.30858657,5.001202,2.2363367,0.098548174,0.2561772,4.5,6.0625,10.0625,5.664916,-2.96238,0.025612593,-0.82897234,0.80101734
396,-0.18238246,6.9610796,2.6383858,0.034263395,0.113964796,5.21875,6.9375,11.75,5.590085,0.3641119,4.831725,2.1981184,0.061925475,0.27274513,4.4375,5.96875,9.125,5.1998453,-2.1293545,0.15878034,-0.39023972,0.54649436
397,0.2220934,10.364731,3.2194302,0.13364512,0.8161013,6.53125,9.3125,15.625,6.3310184,0.17212251,8.142593,2.853523,0.15965022,0.87495375,5.90625,8.4375,13.125,6.041189,-2.2221375,0.058852434,-0.28982925,0.049970895
398,0.6132158,6.4817595,2.54593,-0.05065181,0.21392107,5.15625,6.9375,11.125,5.357562,0.19330308,3.7671638,1.9409183,-0.06563867,0.22064066,3.875,5.1875,7.71875,5.0104156,-2.7145958,0.0067195892,-0.3471465,0.41991273
399,0.15100557,6.9204435,2.6306736,0.01131286,0.207798,5.28125,7.0,10.6875,5.1359015,-0.046555225,4.172696,2.042718,0.0148890745,0.3110628,4.0625,5.5,9.1875,5.716601,-2.7477474,0.10326481,0.58069944,0.19756079
400,0.112318896,6.058957,2.461495,-0.012633343,0.16830301,4.84375,6.4375,11.3125,5.7861586,-0.00032036437,3.6222417,1.9032187,0.08141142,0.20626974,3.78125,5.031555,8.25,5.485908,-2.4367154,0.03796673,-0.30025053,0.11263926
401,0.16023351,6.45603,2.5408719,-0.040796608,0.23941302,5.0,6.8125,11.9375,5.926518,0.053998753,3.6189003,1.9023408,-0.037710387,0.42769217,3.765625,5.125,9.9375,6.633106,-2.8371296,0.18827915,0.70658827,0.10623476
402,1.3712549,6.726006,2.5934544,0.14978345,0.22057438,5.78125,7.8125,14.625,6.305857,0.7737269,4.283945,2.0697694,0.15087107,0.41996336,4.40625,5.96875,10.875,6.2664776,-2.442061,0.19938898,-0.039379597,0.59752804
403,-0.05096595,7.479682,2.7349007,0.011147442,0.22751594,5.40625,7.281555,12.25,5.67812,-0.11833856,4.2380533,2.0586534,-0.07001736,0.7848804,4.09375,5.625,11.25,7.0070667,-3.2416286,0.55736446,1.3289466,0.06737261
404,0.5317822,8.924135,2.987329,-0.023776397,0.5067711,6.15625,8.25061,14.1875,6.009769,0.32314375,6.756539,2.5993342,0.033500258,0.6271403,5.4375,7.3125,11.9375,5.9295006,-2.1675963,0.120369196,-0.08026838,0.20863846
405,-4.748682,7.315975,2.7048059,0.29762104,-0.047180176,8.875,10.25,13.5,2.77255,-6.30351,6.439416,2.5376005,1.0967894,5.753251,10.0,11.25,16.875,2.649187,-0.87655926,5.8004313,-0.12336302,1.5548282
406,0.4052229,6.4740095,2.5444076,-0.045566272,0.21370435,5.03125,6.750305,12.0625,5.907939,-0.020543383,3.6710188,1.9159904,-0.04891327,0.28926992,3.78125,5.125,9.0,5.969174,-2.8029907,0.07556558,0.06123495,0.4257663
407,0.4600874,6.508571,2.5511901,-0.027829342,0.24074149,5.125,6.906555,10.9375,5.334922,0.3079368,3.819831,1.9544388,-0.00045927288,0.28121066,3.921875,5.25,9.5,6.0967145,-2.6887403,0.04046917,0.76179266,0.1521506
408,-0.21808733,5.8472004,2.4180984,0.07946,0.24990559,4.78125,6.59375,9.8125,5.1107936,-0.08242637,3.4965727,1.8699125,0.0797137,0.7460911,3.765625,5.28125,8.9375,6.161587,-2.3506277,0.49618554,1.0507936,0.13566096
409,-0.49640137,17.512865,4.1848373,0.0039532506,0.15545344,8.3125,11.125,16.75,5.0097685,-0.43573922,13.464744,3.6694336,-0.020425243,0.19669867,7.375,9.8125,15.6875,5.3628993,-4.0481215,0.041245222,0.35313082,0.06066215
410,0.2736831,6.917583,2.6301298,0.046762403,0.1361754,5.21875,6.9375,12.125,5.7728,0.092476964,3.9637964,1.9909285,0.027958462,0.24325943,3.891388,5.3125,10.5625,6.6917424,-2.9537866,0.107084036,0.91894245,0.18120614
411,0.7286332,5.690804,2.3855407,-0.0343083,0.17703533,4.875,6.5,12.4375,6.2780995,0.3815462,3.4028413,1.8446792,-0.082208656,0.28406215,3.688263,5.03125,8.3125,5.5681634,-2.2879627,0.107026815,-0.70993614,0.34708703
412,-1.3046225,7.0220165,2.6499088,0.056864746,0.16469526,5.75,7.5625,11.375,4.804094,-1.0049436,4.5309978,2.128614,0.027623253,0.3036852,4.595276,6.15625,10.5,5.5994325,-2.4910188,0.13898993,0.79533863,0.29967892
413,0.25296816,6.4878736,2.5471303,0.15148741,0.27046728,5.0625,6.8125,12.75,6.3206635,-0.1359254,3.8090966,1.9516907,0.1652091,0.47649264,3.84375,5.375,9.125,5.9501033,-2.678777,0.20602536,-0.37056017,0.38889354
414,0.054786656,17.600353,4.1952777,0.038443435,0.0749073,8.25,11.0,19.25,5.7674537,0.42348945,14.111639,3.7565463,0.07865712,0.22396803,7.5,10.125,17.75,5.964009,-3.4887142,0.14906073,0.19655514,0.3687028
415,0.4346943,6.1685023,2.4836469,0.046427093,0.2305491,4.96875,6.75,12.0,6.020352,0.43898594,3.5811555,1.8923942,0.05522433,0.21489882,3.859375,5.187805,8.75,5.7216773,-2.5873468,-0.015650272,-0.29867458,0.0042916536
416,0.2892347,6.500459,2.5496,-0.014639759,0.18410802,5.0625,6.8125,13.3125,6.5476494,-0.14734483,3.9656992,1.9914063,0.015652997,0.26176572,3.953888,5.3125,8.625,5.487467,-2.53476,0.0776577,-1.0601826,0.43657953
417,0.23207451,7.809778,2.794598,-0.02406247,0.28111267,5.5625,7.500305,12.1875,5.509917,0.030670643,4.757116,2.1810813,0.027402213,0.31806016,4.3125,5.844055,9.6875,5.6466603,-3.0526624,0.03694749,0.13674355,0.20140387
418,-0.4327782,5.7637897,2.4007895,0.07897984,0.15855145,4.75,6.312805,11.8125,6.091022,-0.046360206,3.2312465,1.7975668,0.041355893,0.22455859,3.5625,4.78125,8.9375,6.2943435,-2.5325432,0.06600714,0.20332146,0.386418
419,0.4448149,7.5290117,2.7439044,0.05201492,0.07996845,5.46875,7.28125,12.125,5.498704,0.36875615,4.3971806,2.0969455,0.044621788,0.23039365,4.25,5.6875,10.0625,6.0003524,-3.1318312,0.1504252,0.5016484,0.076058745
420,-0.30856347,6.882286,2.6234112,-0.05853301,0.31711507,5.25,7.09375,12.25,5.891441,-0.10406797,3.8909707,1.9725543,-0.027194768,0.492589,3.9375,5.40625,11.375,7.3534927,-2.9913154,0.17547393,1.4620519,0.2044955
421,0.5122954,7.0399947,2.6532989,-0.052679103,0.0306921,5.3125,6.90625,11.4375,5.3116527,0.09269861,4.2840037,2.0697834,-0.106213726,0.2270279,4.09375,5.53125,8.1875,5.002599,-2.755991,0.19633579,-0.3090539,0.41959682
422,0.80043286,17.018244,4.1253176,0.3251192,1.1963453,8.0625,10.75,23.875,7.2523346,0.931627,13.243395,3.6391475,0.7952083,5.2457876,7.03125,9.6875,32.75,11.450163,-3.774849,4.0494423,4.1978283,0.13119411
423,-1.0915383,6.9737844,2.6407924,-0.3150475,1.7168303,5.5,7.53125,16.125,7.2377,-0.52667373,4.590407,2.1425235,-1.0136436,7.5678463,4.125,5.65625,19.875,12.014709,-2.3833776,5.851016,4.7770095,0.5648646
424,-0.19123048,6.806659,2.6089575,0.0145751005,0.28209972,5.25,7.0,10.3125,5.0185165,0.10222217,4.0392094,2.0097785,-0.036774896,0.38268328,4.0,5.53125,9.6875,6.132819,-2.7674499,0.10058355,1.1143026,0.29345265
425,1.239201,9.097331,3.0161781,-0.05579785,0.16498137,6.375,8.4375,13.375,5.1460357,0.15160103,6.1396656,2.477835,-0.062154625,0.24419093,4.9375,6.5625,10.625,5.414213,-2.9576654,0.079209566,0.2681775,1.0875999
426,-0.13348468,6.6605577,2.5808055,-0.0093815345,0.24900699,5.09375,6.75,12.9375,6.3303747,0.27914575,3.9186797,1.9795655,-0.034487817,0.24795914,3.9375,5.25,9.5,6.0073395,-2.741878,-0.0010478497,-0.32303524,0.41263044
427,-1.7999443,6.9367447,2.63377,-0.03278947,0.20780063,6.21875,8.1875,12.375,4.841901,-1.1034036,4.15871,2.0392916,-0.20773469,0.24244642,4.65625,6.21875,10.1875,5.5961914,-2.7780347,0.034645796,0.7542906,0.6965407
428,0.65435773,7.3320827,2.7077818,0.10610207,0.234586,5.53125,7.5,13.25,6.032092,0.36795762,4.261673,2.064382,0.09452376,0.31652975,4.15625,5.59375,10.5625,6.41251,-3.0704098,0.08194375,0.38041782,0.2864001
429,0.45968652,7.5349,2.7449772,-0.0063282247,0.13091469,5.5,7.28125,12.1875,5.50731,0.6011387,4.873828,2.2076747,0.05145095,0.34651423,4.53125,6.1875,11.6875,6.4822674,-2.6610723,0.21559954,0.97495747,0.1414522
430,0.3178908,7.6217775,2.7607567,0.022946801,0.10633898,5.53125,7.21875,11.625,5.284756,-0.07014521,4.803487,2.191686,-0.046102922,0.22284555,4.34375,5.8125,10.5,6.054287,-2.8182907,0.11650658,0.7695308,0.388036
431,0.30009577,6.5354033,2.5564435,0.0011348454,0.20186067,5.125,6.90625,13.375,6.565543,-0.31728247,3.8782527,1.969328,-0.013381429,0.33337831,3.96875,5.375,9.625,6.136162,-2.6571505,0.13151765,-0.42938137,0.61737823
432,-0.14622544,6.628692,2.5746248,-0.019172683,0.17016315,5.125,6.8125,11.625,5.703011,0.2301751,3.55923,1.8865921,-0.010204842,0.2511437,3.796875,5.0625,7.96875,5.3308177,-3.069462,0.08098054,-0.37219334,0.37640053
433,-0.29290637,8.732189,2.9550278,-0.06531982,0.14334393,5.875,7.875,12.875,5.4762273,-0.39941263,6.0103583,2.4516032,-0.06610338,0.13279724,4.90625,6.59375,10.625,5.402022,-2.7218308,-0.010546684,-0.0742054,0.10650626
434,2.8855293,44.992783,6.707666,0.1846569,0.23827958,14.5,19.625,33.25,5.8029695,2.3746603,40.024807,6.326516,0.21386914,0.33725476,13.375,18.75,34.5,6.5102797,-4.9679756,0.09897518,0.7073102,0.510869
435,-0.5844696,6.9367085,2.633763,-0.041762248,0.2755556,5.3125,7.125,12.25,5.7546935,-0.22461183,4.0923424,2.022954,-0.045292072,0.41682982,4.03125,5.4375,9.3125,5.819474,-2.844366,0.14127421,0.06478071,0.3598578
436,-0.34041166,6.8402414,2.6153855,-0.012908107,0.26040173,5.1875,7.031555,12.625,6.0649405,-0.084587015,3.947216,1.9867601,-0.07236786,0.28562593,3.921875,5.34375,10.625,6.7728753,-2.8930254,0.025224209,0.70793486,0.25582466
437,-0.50978005,6.0706153,2.463862,-0.0011591406,0.29407883,5.0,6.656555,12.75,6.419391,-0.2772312,3.5355468,1.8803049,0.02988843,0.34259415,3.78125,5.125,8.6875,5.8068233,-2.5350685,0.04851532,-0.6125679,0.23254886
438,0.22256339,6.3872805,2.527307,0.08249039,0.34492993,5.0,6.8125,12.75,6.3896294,0.58402365,3.8234522,1.955365,0.07785462,0.38344502,4.0625,5.5,9.875,6.1663156,-2.5638282,0.03851509,-0.22331381,0.36146027
439,-0.040387526,6.771801,2.6022685,-0.08492012,0.24095988,5.125,6.9375,12.8125,6.2283344,-0.2810527,3.981328,1.9953265,-0.03898807,0.30979133,4.0,5.375305,8.875,5.5883765,-2.790473,0.068831444,-0.6399579,0.24066518
440,-0.15888032,6.9015803,2.627086,-0.06728884,0.14249063,5.1875,6.9375,11.125,5.330781,-0.101568595,4.2473154,2.0609016,-0.07545875,0.22430754,4.0625,5.4375,9.625,5.8990946,-2.654265,0.08181691,0.5683136,0.05731173
441,-0.57998973,8.223884,2.8677313,-0.010669161,0.20852304,5.75,7.719055,13.8125,5.955228,-0.48918018,5.419462,2.3279738,-0.112778075,0.4430008,4.71875,6.469055,11.375,6.094149,-2.8044214,0.23447776,0.13892126,0.090809554
442,0.17764047,7.181735,2.6798759,0.092036515,0.23884392,5.3125,7.15625,11.75,5.5432444,-0.0847311,4.2373915,2.0584924,0.053815443,0.28675056,4.125,5.5625,8.0625,4.9882183,-2.9443436,0.047906637,-0.55502605,0.26237157
443,0.1339075,6.7883205,2.6054406,0.034896445,0.23141909,5.15625,6.875,12.5625,6.096041,-0.112967454,4.3202233,2.0785146,0.034719553,0.3842337,4.125,5.65625,10.8125,6.6190343,-2.4680972,0.15281463,0.5229931,0.24687496
444,-1.3578119,83.49687,9.137662,-0.12207373,0.022676468,18.375,24.125,37.0,5.0622683,-1.3918287,81.10141,9.005632,-0.11475259,0.13359046,18.375,23.75,39.25,5.4714065,-2.395462,0.11091399,0.4091382,0.03401673
445,-0.83079374,6.9292555,2.6323478,0.022630896,0.29992867,5.4375,7.21875,14.5625,6.6643405,-0.6650168,4.0464983,2.011591,-0.04889907,0.31376457,4.15625,5.656555,11.8125,7.054726,-2.8827572,0.013835907,0.39038563,0.16577697
446,0.44847286,6.6427803,2.5773592,0.003875456,0.13280725,5.15625,6.844055,11.1875,5.398215,0.13100797,3.7009687,1.9237902,-0.0064900084,0.24077296,3.796875,5.125,8.5625,5.618602,-2.9418116,0.10796571,0.22038698,0.3174649
447,0.43061957,6.3226233,2.5144827,-0.04739328,0.16088319,5.0,6.656555,12.375,6.1130137,0.43161678,3.8278906,1.9564996,0.13818537,0.39875126,3.984375,5.46875,9.5,6.0431075,-2.4947326,0.23786807,-0.069906235,0.0009972155
448,-0.2673912,7.029818,2.6513803,0.10401581,0.20362806,5.25,7.0,12.125,5.7405934,0.05142578,4.349809,2.0856197,0.07861492,0.3039074,4.15625,5.625,10.75,6.5532327,-2.680009,0.10027933,0.81263924,0.318817
449,0.85707235,7.2463408,2.6919029,-0.0041465145,0.26157618,5.625,7.46875,13.1875,5.9062743,0.06505063,4.2792053,2.068624,0.106529124,0.4759271,4.0625,5.71875,11.0625,6.811765,-2.9671354,0.21435094,0.9054909,0.79202175
450,-0.48224413,7.208549,2.684874,0.055276472,0.19502306,5.375,7.125,12.625,5.829006,-0.089584865,4.3945546,2.0963192,-0.004089106,0.3128116,4.125,5.625,9.6875,5.844395,-2.8139944,0.11778855,0.015388966,0.39265928
451,0.20486312,6.6523986,2.5792243,-0.0074298712,0.18909788,5.125,6.9375,12.3125,6.015809,0.32786474,3.9681034,1.9920099,-0.031917084,0.33147907,4.0,5.4375,9.0,5.6643057,-2.6842952,0.14238119,-0.35150337,0.12300162
452,1.1108092,7.098625,2.6643245,0.048207726,0.15777802,5.6875,7.5625,14.8125,6.4749856,0.35349044,4.1454153,2.0360293,0.05037494,0.17900872,4.09375,5.46875,10.0625,6.160114,-2.9532099,0.021230698,-0.3148718,0.75731874
